pdb	ch	ipr
1ot3	B	IPR027417
1ot3	C	IPR027417
1ot3	D	IPR027417
1ot3	E	IPR027417
1ot3	F	IPR027417
1ot3	G	IPR027417
1ot3	H	IPR027417
1ov4	A	IPR027417
1ow3	B	IPR027417
1oxs	C	IPR027417
1oxt	A	IPR027417
1oxt	B	IPR027417
1oxt	D	IPR027417
1oxu	A	IPR027417
1oxu	B	IPR027417
1oxu	C	IPR027417
1oxv	A	IPR027417
1oxv	B	IPR027417
1oxv	D	IPR027417
1oxx	K	IPR027417
1oyw	A	IPR027417
1oyy	A	IPR027417
1p2s	A	IPR027417
1p2t	A	IPR027417
1p2u	A	IPR027417
1p2v	A	IPR027417
1p3j	A	IPR027417
1p4s	A	IPR027417
1p5z	B	IPR027417
1p60	A	IPR027417
1p60	B	IPR027417
1p61	B	IPR027417
1p62	B	IPR027417
1p6x	A	IPR027417
1p6x	B	IPR027417
1p72	A	IPR027417
1p72	B	IPR027417
1p73	A	IPR027417
1p73	B	IPR027417
1p73	C	IPR027417
1p73	D	IPR027417
1p75	A	IPR027417
1p75	B	IPR027417
1p75	C	IPR027417
1p75	D	IPR027417
1p7c	A	IPR027417
1p7c	B	IPR027417
1p9b	A	IPR027417
1p9n	A	IPR027417
1p9n	B	IPR027417
1p9r	A	IPR027417
1p9w	A	IPR027417
1pjr	A	IPR027417
1plj	A	IPR027417
1plk	A	IPR027417
1pll	A	IPR027417
1pn6	A	IPR027417
1pui	A	IPR027417
1pui	B	IPR027417
1puj	A	IPR027417
1pv4	A	IPR027417
1pv4	B	IPR027417
1pv4	C	IPR027417
1pv4	D	IPR027417
1pv4	E	IPR027417
1pv4	F	IPR027417
1pvo	A	IPR027417
1pvo	B	IPR027417
1pvo	C	IPR027417
1pvo	D	IPR027417
1pvo	E	IPR027417
1pvo	F	IPR027417
1pzn	A	IPR027417
1pzn	B	IPR027417
1pzn	C	IPR027417
1pzn	D	IPR027417
1pzn	E	IPR027417
1pzn	F	IPR027417
1pzn	G	IPR027417
1q0b	A	IPR027417
1q0b	B	IPR027417
1q0u	A	IPR027417
1q0u	B	IPR027417
1q12	A	IPR027417
1q12	B	IPR027417
1q12	C	IPR027417
1q12	D	IPR027417
1q1b	A	IPR027417
1q1b	B	IPR027417
1q1b	C	IPR027417
1q1b	D	IPR027417
1q1e	A	IPR027417
1q1e	B	IPR027417
1q1q	A	IPR027417
1q1z	A	IPR027417
1q20	A	IPR027417
1q21	A	IPR027417
1q22	A	IPR027417
1q3h	A	IPR027417
1q3h	B	IPR027417
1q3h	C	IPR027417
1q3h	D	IPR027417
1q3t	A	IPR027417
1q44	A	IPR027417
1q57	A	IPR027417
1q57	B	IPR027417
1q57	C	IPR027417
1q57	D	IPR027417
1q57	E	IPR027417
1q57	F	IPR027417
1q57	G	IPR027417
1qbk	C	IPR027417
1qde	A	IPR027417
1qf4	A	IPR027417
1qf5	A	IPR027417
1qf9	A	IPR027417
1qg2	A	IPR027417
1qg4	A	IPR027417
1qg4	B	IPR027417
1qhg	A	IPR027417
1qhh	A	IPR027417
1qhh	B	IPR027417
1qhh	C	IPR027417
1qhh	D	IPR027417
1qhi	A	IPR027417
1qhi	B	IPR027417
1qhl	A	IPR027417
1qhn	A	IPR027417
1qhs	A	IPR027417
1qhx	A	IPR027417
1qhy	A	IPR027417
1qo1	A	IPR027417
1qo1	B	IPR027417
1qo1	C	IPR027417
1qo1	D	IPR027417
1qo1	E	IPR027417
1qo1	F	IPR027417
1qra	A	IPR027417
1qva	A	IPR027417
1qvi	A	IPR027417
1qvr	A	IPR027417
1qvr	B	IPR027417
1qvr	C	IPR027417
1qzd	A	IPR027417
1qzm	A	IPR027417
1qzw	A	IPR027417
1qzw	C	IPR027417
1qzw	E	IPR027417
1qzw	G	IPR027417
1qzx	A	IPR027417
1qzx	B	IPR027417
1r0w	A	IPR027417
1r0w	B	IPR027417
1r0w	C	IPR027417
1r0w	D	IPR027417
1r0x	A	IPR027417
1r0x	B	IPR027417
1r0x	C	IPR027417
1r0x	D	IPR027417
1r0y	A	IPR027417
1r0y	B	IPR027417
1r0y	C	IPR027417
1r0y	D	IPR027417
1r0z	A	IPR027417
1r0z	B	IPR027417
1r0z	C	IPR027417
1r0z	D	IPR027417
1r10	A	IPR027417
1r10	B	IPR027417
1r2q	A	IPR027417
1r4a	A	IPR027417
1r4a	B	IPR027417
1r4a	C	IPR027417
1r4a	D	IPR027417
1r5b	A	IPR027417
1r5n	A	IPR027417
1r5o	A	IPR027417
1r6b	X	IPR027417
1r7r	A	IPR027417
1r8q	A	IPR027417
1r8q	B	IPR027417
1r8s	A	IPR027417
1rc8	A	IPR027417
1re0	A	IPR027417
1rea	A	IPR027417
1rfl	A	IPR027417
1rif	A	IPR027417
1rif	B	IPR027417
1rj9	A	IPR027417
1rj9	B	IPR027417
1rkb	A	IPR027417
1rpz	A	IPR027417
1rrc	A	IPR027417
1rrf	A	IPR027417
1rrg	A	IPR027417
1rrg	B	IPR027417
1rrp	A	IPR027417
1rrp	C	IPR027417
1rvd	A	IPR027417
1rw4	A	IPR027417
1ry1	U	IPR027417
1ry6	A	IPR027417
1ryf	A	IPR027417
1ryf	B	IPR027417
1ryh	A	IPR027417
1ryh	B	IPR027417
1rz3	A	IPR027417
1s0u	A	IPR027417
1s1c	A	IPR027417
1s1c	B	IPR027417
1s1m	A	IPR027417
1s1m	B	IPR027417
1s2m	A	IPR027417
1s3g	A	IPR027417
1s3s	A	IPR027417
1s3s	B	IPR027417
1s3s	C	IPR027417
1s3s	D	IPR027417
1s3s	E	IPR027417
1s3s	F	IPR027417
1s4q	A	IPR027417
1s5g	A	IPR027417
1s8f	A	IPR027417
1s8f	B	IPR027417
1s96	A	IPR027417
1s96	B	IPR027417
1s9d	A	IPR027417
1s9h	A	IPR027417
1s9h	B	IPR027417
1s9h	C	IPR027417
1scm	A	IPR027417
1sdm	A	IPR027417
1sgw	A	IPR027417
1shk	A	IPR027417
1shk	B	IPR027417
1shz	A	IPR027417
1shz	D	IPR027417
1skq	A	IPR027417
1skq	B	IPR027417
1sky	B	IPR027417
1sky	E	IPR027417
1son	A	IPR027417
1soo	A	IPR027417
1sq5	A	IPR027417
1sq5	B	IPR027417
1sq5	C	IPR027417
1sq5	D	IPR027417
1sr6	A	IPR027417
1sul	A	IPR027417
1sul	B	IPR027417
1svi	A	IPR027417
1svk	A	IPR027417
1svl	A	IPR027417
1svl	B	IPR027417
1svl	C	IPR027417
1svm	A	IPR027417
1svm	B	IPR027417
1svm	C	IPR027417
1svm	D	IPR027417
1svm	E	IPR027417
1svm	F	IPR027417
1svo	A	IPR027417
1svo	B	IPR027417
1svs	A	IPR027417
1svw	A	IPR027417
1svw	B	IPR027417
1sxj	A	IPR027417
1sxj	B	IPR027417
1sxj	C	IPR027417
1sxj	D	IPR027417
1sxj	E	IPR027417
1szp	A	IPR027417
1szp	B	IPR027417
1szp	C	IPR027417
1szp	D	IPR027417
1szp	E	IPR027417
1szp	F	IPR027417
1t0h	B	IPR027417
1t0j	B	IPR027417
1t3h	A	IPR027417
1t3h	B	IPR027417
1t3h	C	IPR027417
1t3l	A	IPR027417
1t3s	A	IPR027417
1t4g	A	IPR027417
1t5c	A	IPR027417
1t5c	B	IPR027417
1t5i	A	IPR027417
1t5l	A	IPR027417
1t5l	B	IPR027417
1t6n	A	IPR027417
1t6n	B	IPR027417
1t8t	A	IPR027417
1t8t	B	IPR027417
1t8u	A	IPR027417
1t8u	B	IPR027417
1t91	A	IPR027417
1t91	B	IPR027417
1t91	C	IPR027417
1t91	D	IPR027417
1t9h	A	IPR027417
1tad	A	IPR027417
1tad	B	IPR027417
1tad	C	IPR027417
1tag	A	IPR027417
1tev	A	IPR027417
1tex	A	IPR027417
1tex	B	IPR027417
1tex	C	IPR027417
1tex	D	IPR027417
1tf2	A	IPR027417
1tf5	A	IPR027417
1tf7	A	IPR027417
1tf7	B	IPR027417
1tf7	C	IPR027417
1tf7	D	IPR027417
1tf7	E	IPR027417
1tf7	F	IPR027417
1tl7	C	IPR027417
1tmk	A	IPR027417
1tmk	B	IPR027417
1tnd	A	IPR027417
1tnd	B	IPR027417
1tnd	C	IPR027417
1tpz	A	IPR027417
1tpz	B	IPR027417
1tq2	A	IPR027417
1tq2	B	IPR027417
1tq4	A	IPR027417
1tq6	A	IPR027417
1tqd	A	IPR027417
1tqd	B	IPR027417
1ttt	A	IPR027417
1ttt	B	IPR027417
1ttt	C	IPR027417
1tu3	A	IPR027417
1tu3	B	IPR027417
1tu3	C	IPR027417
1tu3	D	IPR027417
1tu3	E	IPR027417
1tu4	A	IPR027417
1tu4	B	IPR027417
1tu4	C	IPR027417
1tu4	D	IPR027417
1tue	A	IPR027417
1tue	D	IPR027417
1tue	F	IPR027417
1tue	H	IPR027417
1tue	K	IPR027417
1tue	M	IPR027417
1tui	A	IPR027417
1tui	B	IPR027417
1tui	C	IPR027417
1tx4	B	IPR027417
1u0h	C	IPR027417
1u0j	A	IPR027417
1u0l	A	IPR027417
1u0l	B	IPR027417
1u0l	C	IPR027417
1u2r	A	IPR027417
1u81	A	IPR027417
1u8a	A	IPR027417
1u8y	A	IPR027417
1u8y	B	IPR027417
1u8z	A	IPR027417
1u8z	B	IPR027417
1u90	A	IPR027417
1u90	B	IPR027417
1u94	A	IPR027417
1u98	A	IPR027417
1u99	A	IPR027417
1u9i	A	IPR027417
1u9i	B	IPR027417
1u9i	C	IPR027417
1u9i	D	IPR027417
1u9i	E	IPR027417
1u9i	F	IPR027417
1uaa	A	IPR027417
1uaa	B	IPR027417
1uad	A	IPR027417
1uad	B	IPR027417
1ubc	A	IPR027417
1ube	A	IPR027417
1ubf	A	IPR027417
1ubg	A	IPR027417
1udw	A	IPR027417
1udw	B	IPR027417
1udx	A	IPR027417
1uei	A	IPR027417
1uei	B	IPR027417
1uej	A	IPR027417
1uej	B	IPR027417
1uf9	A	IPR027417
1uf9	B	IPR027417
1uf9	C	IPR027417
1ufq	A	IPR027417
1ufq	B	IPR027417
1ufq	C	IPR027417
1ufq	D	IPR027417
1uj2	A	IPR027417
1uj2	B	IPR027417
1uke	A	IPR027417
1ukv	Y	IPR027417
1uky	A	IPR027417
1ukz	A	IPR027417
1um8	A	IPR027417
1upt	A	IPR027417
1upt	C	IPR027417
1upt	E	IPR027417
1upt	G	IPR027417
1us8	A	IPR027417
1us8	B	IPR027417
1v43	A	IPR027417
1v5w	A	IPR027417
1v5w	B	IPR027417
1v8j	A	IPR027417
1v8k	A	IPR027417
1vci	A	IPR027417
1vcm	A	IPR027417
1vcn	A	IPR027417
1vco	A	IPR027417
1vdz	A	IPR027417
1vec	A	IPR027417
1vec	B	IPR027417
1vfv	A	IPR027417
1vfw	A	IPR027417
1vfx	A	IPR027417
1vfz	A	IPR027417
1vg0	B	IPR027417
1vg1	A	IPR027417
1vg8	A	IPR027417
1vg8	B	IPR027417
1vg8	C	IPR027417
1vg8	D	IPR027417
1vg9	B	IPR027417
1vg9	D	IPR027417
1vg9	F	IPR027417
1vg9	H	IPR027417
1vhl	A	IPR027417
1vhl	B	IPR027417
1vhl	C	IPR027417
1vht	A	IPR027417
1vht	B	IPR027417
1vht	C	IPR027417
1via	A	IPR027417
1via	B	IPR027417
1viy	A	IPR027417
1viy	B	IPR027417
1viy	C	IPR027417
1vkj	A	IPR027417
1vkj	B	IPR027417
1vkj	C	IPR027417
1vma	A	IPR027417
1vma	B	IPR027417
1vom	A	IPR027417
1vpl	A	IPR027417
1vtk	A	IPR027417
1vyt	A	IPR027417
1vyt	B	IPR027417
1vyu	A	IPR027417
1vyu	B	IPR027417
1vyv	A	IPR027417
1vyv	B	IPR027417
1w0j	A	IPR027417
1w0j	B	IPR027417
1w0j	C	IPR027417
1w0j	D	IPR027417
1w0j	E	IPR027417
1w0j	F	IPR027417
1w0k	A	IPR027417
1w0k	B	IPR027417
1w0k	C	IPR027417
1w0k	D	IPR027417
1w0k	E	IPR027417
1w0k	F	IPR027417
1w1w	A	IPR027417
1w1w	B	IPR027417
1w1w	C	IPR027417
1w1w	D	IPR027417
1w2g	A	IPR027417
1w2g	B	IPR027417
1w2h	A	IPR027417
1w2h	B	IPR027417
1w36	B	IPR027417
1w36	C	IPR027417
1w36	D	IPR027417
1w36	E	IPR027417
1w36	F	IPR027417
1w36	G	IPR027417
1w44	A	IPR027417
1w44	B	IPR027417
1w44	C	IPR027417
1w46	A	IPR027417
1w46	B	IPR027417
1w46	C	IPR027417
1w47	A	IPR027417
1w47	B	IPR027417
1w47	C	IPR027417
1w48	A	IPR027417
1w48	B	IPR027417
1w48	C	IPR027417
1w49	A	IPR027417
1w49	B	IPR027417
1w49	C	IPR027417
1w4a	A	IPR027417
1w4a	B	IPR027417
1w4a	C	IPR027417
1w4b	A	IPR027417
1w4b	B	IPR027417
1w4b	C	IPR027417
1w4c	A	IPR027417
1w4c	B	IPR027417
1w4c	C	IPR027417
1w4c	D	IPR027417
1w4c	E	IPR027417
1w4c	F	IPR027417
1w4c	G	IPR027417
1w4c	H	IPR027417
1w4c	I	IPR027417
1w4c	J	IPR027417
1w4c	K	IPR027417
1w4c	L	IPR027417
1w4c	M	IPR027417
1w4c	N	IPR027417
1w4c	O	IPR027417
1w4c	P	IPR027417
1w4c	Q	IPR027417
1w4c	R	IPR027417
1w4c	S	IPR027417
1w4c	T	IPR027417
1w4c	U	IPR027417
1w4c	V	IPR027417
1w4c	W	IPR027417
1w4c	X	IPR027417
1w4r	A	IPR027417
1w4r	B	IPR027417
1w4r	C	IPR027417
1w4r	D	IPR027417
1w4r	E	IPR027417
1w4r	F	IPR027417
1w4r	G	IPR027417
1w4r	H	IPR027417
1w5s	A	IPR027417
1w5s	B	IPR027417
1w5t	A	IPR027417
1w5t	B	IPR027417
1w5t	C	IPR027417
1w7a	A	IPR027417
1w7a	B	IPR027417
1w7i	A	IPR027417
1w7j	A	IPR027417
1w8j	A	IPR027417
1w8j	B	IPR027417
1w8j	C	IPR027417
1w8j	D	IPR027417
1w9i	A	IPR027417
1w9j	A	IPR027417
1w9k	A	IPR027417
1w9l	A	IPR027417
1wa5	A	IPR027417
1wb9	A	IPR027417
1wb9	B	IPR027417
1wbb	A	IPR027417
1wbb	B	IPR027417
1wbd	A	IPR027417
1wbd	B	IPR027417
1wcv	1	IPR027417
1wdc	A	IPR027417
1wdt	A	IPR027417
1we2	A	IPR027417
1wf3	A	IPR027417
1wms	A	IPR027417
1wms	B	IPR027417
1wp9	A	IPR027417
1wp9	B	IPR027417
1wp9	C	IPR027417
1wp9	D	IPR027417
1wp9	E	IPR027417
1wp9	F	IPR027417
1wq1	R	IPR027417
1wrb	A	IPR027417
1wrb	B	IPR027417
1wxq	A	IPR027417
1x18	X	IPR027417
1x1l	X	IPR027417
1x1r	A	IPR027417
1x1s	A	IPR027417
1x37	A	IPR027417
1x3s	A	IPR027417
1x6v	A	IPR027417
1x6v	B	IPR027417
1x86	B	IPR027417
1x86	D	IPR027417
1x86	F	IPR027417
1x86	H	IPR027417
1x88	A	IPR027417
1x88	B	IPR027417
1x8j	A	IPR027417
1x8j	B	IPR027417
1x8k	A	IPR027417
1x8k	B	IPR027417
1x8l	A	IPR027417
1x8l	B	IPR027417
1xb2	A	IPR027417
1xbt	A	IPR027417
1xbt	B	IPR027417
1xbt	C	IPR027417
1xbt	D	IPR027417
1xbt	E	IPR027417
1xbt	F	IPR027417
1xbt	G	IPR027417
1xbt	H	IPR027417
1xcg	B	IPR027417
1xcg	F	IPR027417
1xcm	A	IPR027417
1xcp	A	IPR027417
1xcp	B	IPR027417
1xcp	C	IPR027417
1xcp	D	IPR027417
1xd2	A	IPR027417
1xd2	B	IPR027417
1xd8	A	IPR027417
1xd8	B	IPR027417
1xd9	A	IPR027417
1xd9	B	IPR027417
1xdb	A	IPR027417
1xdb	B	IPR027417
1xef	A	IPR027417
1xef	B	IPR027417
1xef	C	IPR027417
1xef	D	IPR027417
1xew	X	IPR027417
1xew	Y	IPR027417
1xex	A	IPR027417
1xex	B	IPR027417
1xf9	A	IPR027417
1xf9	B	IPR027417
1xf9	C	IPR027417
1xf9	D	IPR027417
1xfa	A	IPR027417
1xfa	B	IPR027417
1xj0	A	IPR027417
1xjc	A	IPR027417
1xjq	A	IPR027417
1xjq	B	IPR027417
1xmi	A	IPR027417
1xmi	B	IPR027417
1xmi	C	IPR027417
1xmi	D	IPR027417
1xmi	E	IPR027417
1xmj	A	IPR027417
1xms	A	IPR027417
1xmv	A	IPR027417
1xnj	A	IPR027417
1xnj	B	IPR027417
1xp8	A	IPR027417
1xpo	A	IPR027417
1xpo	B	IPR027417
1xpo	C	IPR027417
1xpo	D	IPR027417
1xpo	E	IPR027417
1xpo	F	IPR027417
1xpr	A	IPR027417
1xpr	B	IPR027417
1xpr	C	IPR027417
1xpr	D	IPR027417
1xpr	E	IPR027417
1xpr	F	IPR027417
1xpu	A	IPR027417
1xpu	B	IPR027417
1xpu	C	IPR027417
1xpu	D	IPR027417
1xpu	E	IPR027417
1xpu	F	IPR027417
1xrj	A	IPR027417
1xrj	B	IPR027417
1xti	A	IPR027417
1xtj	A	IPR027417
1xtk	A	IPR027417
1xtq	A	IPR027417
1xtr	A	IPR027417
1xts	A	IPR027417
1xu4	A	IPR027417
1xwi	A	IPR027417
1xx6	A	IPR027417
1xx6	B	IPR027417
1xxh	A	IPR027417
1xxh	B	IPR027417
1xxh	C	IPR027417
1xxh	D	IPR027417
1xxh	E	IPR027417
1xxh	F	IPR027417
1xxh	G	IPR027417
1xxh	H	IPR027417
1xxh	I	IPR027417
1xxh	J	IPR027417
1xxi	A	IPR027417
1xxi	B	IPR027417
1xxi	C	IPR027417
1xxi	D	IPR027417
1xxi	E	IPR027417
1xxi	F	IPR027417
1xxi	G	IPR027417
1xxi	H	IPR027417
1xxi	I	IPR027417
1xxi	J	IPR027417
1xzp	A	IPR027417
1xzq	A	IPR027417
1y3a	A	IPR027417
1y3a	B	IPR027417
1y3a	C	IPR027417
1y3a	D	IPR027417
1y63	A	IPR027417
1ye8	A	IPR027417
1yhn	A	IPR027417
1yj5	A	IPR027417
1yj5	B	IPR027417
1yks	A	IPR027417
1yqt	A	IPR027417
1yr6	A	IPR027417
1yr7	A	IPR027417
1yr8	A	IPR027417
1yr9	A	IPR027417
1yra	A	IPR027417
1yra	B	IPR027417
1yrb	A	IPR027417
1yrb	B	IPR027417
1yrs	A	IPR027417
1yrs	B	IPR027417
1yu9	A	IPR027417
1yv3	A	IPR027417
1yvd	A	IPR027417
1yyf	A	IPR027417
1yyf	B	IPR027417
1yzg	A	IPR027417
1yzk	A	IPR027417
1yzl	A	IPR027417
1yzn	A	IPR027417
1yzq	A	IPR027417
1yzt	A	IPR027417
1yzt	B	IPR027417
1yzu	A	IPR027417
1yzu	B	IPR027417
1z06	A	IPR027417
1z07	A	IPR027417
1z08	A	IPR027417
1z08	B	IPR027417
1z08	C	IPR027417
1z08	D	IPR027417
1z0a	A	IPR027417
1z0a	B	IPR027417
1z0a	C	IPR027417
1z0a	D	IPR027417
1z0d	A	IPR027417
1z0d	C	IPR027417
1z0f	A	IPR027417
1z0i	A	IPR027417
1z0j	A	IPR027417
1z0k	A	IPR027417
1z0k	C	IPR027417
1z22	A	IPR027417
1z28	A	IPR027417
1z29	A	IPR027417
1z2a	A	IPR027417
1z2c	A	IPR027417
1z2c	C	IPR027417
1z3i	X	IPR027417
1z47	A	IPR027417
1z47	B	IPR027417
1z5z	A	IPR027417
1z5z	B	IPR027417
1z63	A	IPR027417
1z63	B	IPR027417
1z6a	A	IPR027417
1z6g	A	IPR027417
1z6t	A	IPR027417
1z6t	B	IPR027417
1z6t	C	IPR027417
1z6t	D	IPR027417
1z6x	A	IPR027417
1z6x	B	IPR027417
1z6y	A	IPR027417
1z6y	B	IPR027417
1z83	A	IPR027417
1z83	B	IPR027417
1z83	C	IPR027417
1z8f	A	IPR027417
1zak	A	IPR027417
1zak	B	IPR027417
1zbd	A	IPR027417
1zc3	A	IPR027417
1zc3	C	IPR027417
1zc4	A	IPR027417
1zc4	C	IPR027417
1zc8	Y	IPR027417
1zca	A	IPR027417
1zca	B	IPR027417
1zcb	A	IPR027417
1zd1	A	IPR027417
1zd1	B	IPR027417
1zd8	A	IPR027417
1zd9	A	IPR027417
1zin	A	IPR027417
1zio	A	IPR027417
1zip	A	IPR027417
1zj6	A	IPR027417
1zm2	A	IPR027417
1zm2	C	IPR027417
1zm2	E	IPR027417
1zm3	A	IPR027417
1zm3	C	IPR027417
1zm3	E	IPR027417
1zm4	A	IPR027417
1zm4	C	IPR027417
1zm4	E	IPR027417
1zm7	A	IPR027417
1zm7	B	IPR027417
1zm7	C	IPR027417
1zm7	D	IPR027417
1zm9	A	IPR027417
1zm9	C	IPR027417
1zm9	E	IPR027417
1zmx	A	IPR027417
1zmx	B	IPR027417
1zmx	C	IPR027417
1zmx	D	IPR027417
1zmx	E	IPR027417
1zmx	F	IPR027417
1zmx	G	IPR027417
1zmx	H	IPR027417
1zn0	B	IPR027417
1znw	A	IPR027417
1znx	A	IPR027417
1zny	A	IPR027417
1znz	A	IPR027417
1zo1	I	IPR027417
1zp6	A	IPR027417
1zrh	A	IPR027417
1zu4	A	IPR027417
1zu5	A	IPR027417
1zu5	B	IPR027417
1zuh	A	IPR027417
1zui	A	IPR027417
1zun	B	IPR027417
1zvq	A	IPR027417
1zw6	A	IPR027417
1zyu	A	IPR027417
221p	A	IPR027417
2a2z	A	IPR027417
2a2z	B	IPR027417
2a2z	C	IPR027417
2a2z	D	IPR027417
2a30	A	IPR027417
2a30	B	IPR027417
2a30	C	IPR027417
2a30	D	IPR027417
2a3r	A	IPR027417
2a3r	B	IPR027417
2a5d	A	IPR027417
2a5f	A	IPR027417
2a5g	A	IPR027417
2a5j	A	IPR027417
2a5y	B	IPR027417
2a5y	C	IPR027417
2a78	A	IPR027417
2a7q	A	IPR027417
2a9k	A	IPR027417
2ad1	A	IPR027417
2ad5	A	IPR027417
2ad5	B	IPR027417
2afh	E	IPR027417
2afh	F	IPR027417
2afi	E	IPR027417
2afi	F	IPR027417
2afi	G	IPR027417
2afi	H	IPR027417
2afi	M	IPR027417
2afi	N	IPR027417
2afi	O	IPR027417
2afi	P	IPR027417
2aho	A	IPR027417
2ak2	A	IPR027417
2ak3	A	IPR027417
2ak3	B	IPR027417
2aka	A	IPR027417
2aka	B	IPR027417
2aky	A	IPR027417
2al7	A	IPR027417
2an9	A	IPR027417
2an9	B	IPR027417
2anb	A	IPR027417
2anc	A	IPR027417
2anc	B	IPR027417
2anc	C	IPR027417
2anc	D	IPR027417
2anc	E	IPR027417
2anc	F	IPR027417
2ar7	A	IPR027417
2ar7	B	IPR027417
2ase	A	IPR027417
2atv	A	IPR027417
2atx	A	IPR027417
2atx	B	IPR027417
2awn	A	IPR027417
2awn	B	IPR027417
2awn	C	IPR027417
2awn	D	IPR027417
2awo	A	IPR027417
2awo	B	IPR027417
2awo	C	IPR027417
2awo	D	IPR027417
2ax4	A	IPR027417
2ax4	B	IPR027417
2ax4	C	IPR027417
2ax4	D	IPR027417
2axn	A	IPR027417
2axp	A	IPR027417
2axp	B	IPR027417
2b21	A	IPR027417
2b2n	A	IPR027417
2b2n	B	IPR027417
2b6h	A	IPR027417
2b7b	A	IPR027417
2b7c	A	IPR027417
2b8t	A	IPR027417
2b8t	B	IPR027417
2b8t	C	IPR027417
2b8t	D	IPR027417
2b8w	A	IPR027417
2b8w	B	IPR027417
2b92	A	IPR027417
2b92	B	IPR027417
2bbo	A	IPR027417
2bbs	A	IPR027417
2bbs	B	IPR027417
2bbt	A	IPR027417
2bbt	B	IPR027417
2bbw	A	IPR027417
2bbw	B	IPR027417
2bc9	A	IPR027417
2bcg	Y	IPR027417
2bcj	Q	IPR027417
2bcw	C	IPR027417
2bdt	A	IPR027417
2bej	A	IPR027417
2bek	A	IPR027417
2bek	B	IPR027417
2bek	C	IPR027417
2bek	D	IPR027417
2bhr	A	IPR027417
2bhr	B	IPR027417
2bif	A	IPR027417
2bif	B	IPR027417
2bjv	A	IPR027417
2bjw	A	IPR027417
2bke	A	IPR027417
2bkh	A	IPR027417
2bki	A	IPR027417
2bku	A	IPR027417
2bku	C	IPR027417
2bl0	A	IPR027417
2bm0	A	IPR027417
2bm1	A	IPR027417
2bmd	A	IPR027417
2bme	A	IPR027417
2bme	B	IPR027417
2bme	C	IPR027417
2bme	D	IPR027417
2bmf	A	IPR027417
2bmf	B	IPR027417
2bmj	A	IPR027417
2bov	A	IPR027417
2bv3	A	IPR027417
2bvn	A	IPR027417
2bvn	B	IPR027417
2bwj	A	IPR027417
2bwj	B	IPR027417
2bwj	C	IPR027417
2bwj	D	IPR027417
2bwj	E	IPR027417
2bwj	F	IPR027417
2c03	A	IPR027417
2c03	B	IPR027417
2c04	A	IPR027417
2c04	B	IPR027417
2c2h	A	IPR027417
2c2h	B	IPR027417
2c5l	A	IPR027417
2c5l	B	IPR027417
2c61	A	IPR027417
2c61	B	IPR027417
2c77	A	IPR027417
2c78	A	IPR027417
2c8v	A	IPR027417
2c95	A	IPR027417
2c95	B	IPR027417
2c96	A	IPR027417
2c98	A	IPR027417
2c99	A	IPR027417
2c9c	A	IPR027417
2c9o	A	IPR027417
2c9o	B	IPR027417
2c9o	C	IPR027417
2c9y	A	IPR027417
2cbz	A	IPR027417
2ccg	A	IPR027417
2ccg	B	IPR027417
2ccj	A	IPR027417
2ccj	B	IPR027417
2cck	A	IPR027417
2cck	B	IPR027417
2cdn	A	IPR027417
2ce2	X	IPR027417
2ce7	A	IPR027417
2ce7	B	IPR027417
2ce7	C	IPR027417
2ce7	D	IPR027417
2ce7	E	IPR027417
2ce7	F	IPR027417
2cea	A	IPR027417
2cea	B	IPR027417
2cea	C	IPR027417
2cea	D	IPR027417
2cea	E	IPR027417
2cea	F	IPR027417
2chg	A	IPR027417
2chg	B	IPR027417
2chg	C	IPR027417
2chg	D	IPR027417
2chq	A	IPR027417
2chq	B	IPR027417
2chq	C	IPR027417
2chv	A	IPR027417
2chv	B	IPR027417
2chv	C	IPR027417
2chv	D	IPR027417
2chv	E	IPR027417
2chv	F	IPR027417
2cjw	A	IPR027417
2cjw	B	IPR027417
2ck3	A	IPR027417
2ck3	B	IPR027417
2ck3	C	IPR027417
2ck3	D	IPR027417
2ck3	E	IPR027417
2ck3	F	IPR027417
2cl0	X	IPR027417
2cl6	X	IPR027417
2cl7	X	IPR027417
2clc	X	IPR027417
2cld	X	IPR027417
2cls	A	IPR027417
2cls	B	IPR027417
2cmk	A	IPR027417
2cnw	A	IPR027417
2cnw	B	IPR027417
2cnw	C	IPR027417
2cnw	D	IPR027417
2cnw	E	IPR027417
2cnw	F	IPR027417
2cvf	A	IPR027417
2cvf	B	IPR027417
2cvh	A	IPR027417
2cvh	B	IPR027417
2cxx	A	IPR027417
2cxx	B	IPR027417
2cxx	C	IPR027417
2d06	A	IPR027417
2d06	B	IPR027417
2d2e	A	IPR027417
2d2f	A	IPR027417
2d3w	A	IPR027417
2d3w	B	IPR027417
2d3w	C	IPR027417
2d3w	D	IPR027417
2d4h	A	IPR027417
2d4h	B	IPR027417
2d62	A	IPR027417
2d74	A	IPR027417
2d7c	A	IPR027417
2d7c	B	IPR027417
2d7d	A	IPR027417
2d7u	A	IPR027417
2db3	A	IPR027417
2db3	B	IPR027417
2db3	C	IPR027417
2db3	D	IPR027417
2dby	A	IPR027417
2dcu	A	IPR027417
2dfk	B	IPR027417
2dfk	D	IPR027417
2dfl	A	IPR027417
2dfn	A	IPR027417
2dfs	A	IPR027417
2dfs	M	IPR027417
2dft	A	IPR027417
2dft	B	IPR027417
2dft	C	IPR027417
2dft	D	IPR027417
2dgn	A	IPR027417
2dhr	A	IPR027417
